key	text	tooltip
character_skills_localised_name_vik_general_back_spearmen_skill_dyflin	Drillmaster	true
character_skills_localised_name_vik_back_wife_faithful_circenn	Faithful	true
character_skills_localised_name_vik_back_wife_arrogant_circenn	Arrogant	true
character_skills_localised_description_vik_general_back_defender	This man has been defending what's his for so long that it's become a notable aspect of his character.	true
character_skills_localised_description_vik_general_back_cavalry_recruitment_east_engle	Look, it doesn't matter if we all die. Death is not the end, anyway - you know that.	true
character_skills_localised_name_vik_back_wife_gossip_northymbre	Gossip	true
character_skills_localised_description_vik_general_back_melee_upkeep_strat_clut	This man is an expert with an axe, meaning that he is someone to be listened to in training and avoided on the battlefield!	true
character_skills_localised_description_vik_general_back_seafarer_circenn	A lifetime spent on the waves makes this man a natural choice to lead when fighting at sea.	true
character_skills_localised_name_vik_back_wife_shieldmaiden_dyflin	Shieldmaiden	true
character_skills_localised_name_vik_back_wife_ugly_gwined	Ugly	true
character_skills_localised_name_vik_general_back_spearmen_skill_gwined	Drillmaster	true
character_skills_localised_name_vik_back_wife_peaceful	Peaceful	true
character_skills_localised_name_vik_back_wife_demanding_circenn	Demanding	true
character_skills_localised_name_vik_back_wife_strict_mide	Strict	true
character_skills_localised_name_vik_back_wife_wise_dyflin	Wise	true
character_skills_localised_name_vik_back_wife_educated_northymbre	Educated	true
character_skills_localised_name_vik_general_back_miner_east_engle	Miner	true
character_skills_localised_name_vik_general_back_fearless_mide	Fearless	true
character_skills_localised_name_vik_follower_pillager_sudreyar	Pillager	true
character_skills_localised_name_vik_follower_scribe_strat_clut	Scribe	true
character_skills_localised_name_vik_general_back_champion_rider_gwined	Champion Rider	true
character_skills_localised_name_vik_general_back_born_commander_gwined	Born Commander	true
character_skills_localised_description_vik_back_wife_wasteful_east_engle	What? We take what we desire - have you forgotten?	true
character_skills_localised_description_vik_general_back_landowner_dyflin	This man is wealthy enough to own property, the working of which makes him even richer than many of his peers.	true
character_skills_localised_description_vik_back_wife_sensible_east_engle	Prudent, good sense abounds when this woman is present - she calms hot heads with her cool words.	true
character_skills_localised_name_vik_general_back_miner	Miner	true
character_skills_localised_description_vik_general_back_spearmen_skill_circenn	Practice makes perfect; anything less than perfect means death.	true
character_skills_localised_description_vik_general_back_born_commander	This warrior has an innate understanding of tactics, making him an inspired choice to lead in battle.	true
character_skills_localised_description_vik_general_back_spearmen_upkeep_mierce	This man's skill with the spear has been drilled into him over many years; now, he wishes to pass on what he has learned.	true
character_skills_localised_name_vik_back_wife_natural_beauty_east_engle	Natural Beauty	true
character_skills_localised_description_vik_back_wife_faithful_east_engle	This lady adores her chosen husband and would never cuckold and betray him.	true
character_skills_localised_description_vik_back_wife_charming_west_seaxe	Her warm, pleasant nature and natural charm do much to improve her husband's stature.	true
character_skills_localised_name_vik_back_wife_unfaithful_mierce	Unfaithful	true
character_skills_localised_name_vik_back_wife_arrogant_northymbre	Arrogant	true
character_skills_localised_name_vik_back_wife_wise_mierce	Wise	true
character_skills_localised_name_vik_back_wife_noble_northymbre	Noble	true
character_skills_localised_name_vik_back_wife_organised_gwined	Organised	true
character_skills_localised_name_vik_back_wife_peaceful_sudreyar	Peaceful	true
character_skills_localised_name_vik_back_wife_unfaithful_dyflin	Unfaithful	true
character_skills_localised_description_vik_general_back_missile_recruitment_west_seaxe	I'll teach you to hit your targets from a fair distance, so you never need to draw your swords.	true
character_skills_localised_description_vik_general_back_spearmen_upkeep_dyflin	This man's skill with the spear has been drilled into him over many years; now, he wishes to pass on what he has learned.	true
character_skills_localised_name_vik_general_back_passionate_northymbre	Impassioned	true
character_skills_localised_name_vik_follower_siege_engineer_northymbre	Siege Engineer	true
character_skills_localised_description_vik_general_back_landowner_mierce	This man is wealthy enough to own property, the working of which makes him even richer than many of his peers.	true
character_skills_localised_description_vik_general_back_pastor_west_seaxe	This man has heard Christ's words and wishes to spread them far and wide.	true
character_skills_localised_name_vik_back_wife_shieldmaiden_mierce	Shieldmaiden	true
character_skills_localised_name_vik_follower_bard_circenn	Bard	true
character_skills_localised_description_vik_back_wife_demanding_west_seaxe	This woman's husband wishes he'd died on campaign years prior.	true
character_skills_localised_name_vik_back_wife_educated_circenn	Educated	true
character_skills_localised_description_vik_general_back_melee_skill_east_engle	In battle, he fights like a wild man - a man possessed, you might say. Watch and learn, while keeping your distance!	true
character_skills_localised_description_vik_follower_siege_engineer_mide	If breaking into places is your goal, this man will make it happen.	true
character_skills_localised_description_vik_back_wife_strict_strat_clut	This woman is a harpy - she demands that the rules are observed to the very letter.	true
character_skills_localised_description_vik_back_wife_peaceful_west_seaxe	This lady believes that the way forward lies in putting aside the implements of war and living peacefully.	true
character_skills_localised_description_vik_back_wife_ambitious_circenn	This woman is consumed with ambition, for her husband, his faction, and for herself.	true
character_skills_localised_name_vik_back_wife_arrogant_strat_clut	Arrogant	true
character_skills_localised_name_vik_follower_bard	Bard	true
character_skills_localised_name_vik_follower_siege_engineer_strat_clut	Siege Engineer	true
character_skills_localised_name_vik_general_back_passionate_strat_clut	Impassioned	true
character_skills_localised_name_vik_general_back_melee_upkeep_sudreyar	Axeman	true
character_skills_localised_name_vik_back_wife_educated	Educated	true
character_skills_localised_name_vik_general_back_farmer_dyflin	Farmer	true
character_skills_localised_name_vik_back_wife_noble_strat_clut	Noble	true
character_skills_localised_description_vik_general_back_cavalry_recruitment_mide	Look, it doesn't matter if we all die. Death is not the end, anyway - you know that.	true
character_skills_localised_name_vik_follower_siege_engineer_mide	Siege Engineer	true
character_skills_localised_description_vik_general_back_missile_recruitment_east_engle	I'll teach you to hit your targets from a fair distance, so you never need to draw your swords.	true
character_skills_localised_description_vik_back_wife_ambitious	This woman is consumed with ambition, for her husband, his faction, and for herself.	true
character_skills_localised_description_vik_general_back_pastor_east_engle	This man has heard Christ's words and wishes to spread them far and wide.	true
character_skills_localised_description_vik_back_wife_demanding_east_engle	This woman's husband wishes he'd died on campaign years prior.	true
character_skills_localised_description_vik_back_wife_faithful_sudreyar	This lady adores her chosen husband and would never cuckold and betray him.	true
character_skills_localised_description_vik_back_wife_wasteful_sudreyar	What? We take what we desire - have you forgotten?	true
character_skills_localised_description_vik_back_wife_ugly_mide	Well, she's rich, which takes the edge off a little.	true
character_skills_localised_description_vik_general_back_melee_skill_west_seaxe	In battle, he fights like a wild man - a man possessed, you might say. Watch and learn, while keeping your distance!	true
character_skills_localised_name_vik_dummy_agent	DUMMY -  NOT USED IF SEEN TELL A DESIGNER	true
character_skills_localised_description_vik_back_wife_peaceful_east_engle	This lady believes that the way forward lies in putting aside the implements of war and living peacefully.	true
character_skills_localised_description_vik_back_wife_strict_northymbre	This woman is a harpy - she demands that the rules are observed to the very letter.	true
character_skills_localised_name_vik_back_wife_well_connected_mide	Well Connected	true
character_skills_localised_description_vik_back_wife_arrogant_sudreyar	This woman has an inflated sense of her own importance and abilities, which has proved unhelpful to her husband's career.	true
character_skills_localised_name_vik_back_wife_renowned_sudreyar	Renowned	true
character_skills_localised_name_vik_back_wife_shieldmaiden_mide	Shieldmaiden	true
character_skills_localised_description_vik_general_back_spearmen_skill	Practice makes perfect; anything less than perfect means death.	true
character_skills_localised_description_vik_general_back_born_commander_circenn	This warrior has an innate understanding of tactics, making him an inspired choice to lead in battle.	true
character_skills_localised_name_vik_general_back_miner_circenn	Miner	true
character_skills_localised_name_vik_back_wife_educated_strat_clut	Educated	true
character_skills_localised_name_vik_general_back_miner_west_seaxe	Miner	true
character_skills_localised_name_vik_back_wife_peaceful_circenn	Peaceful	true
character_skills_localised_name_vik_back_wife_natural_beauty_west_seaxe	Natural Beauty	true
character_skills_localised_description_vik_back_wife_faithful_west_seaxe	This lady adores her chosen husband and would never cuckold and betray him.	true
character_skills_localised_description_vik_back_wife_charming_east_engle	Her warm, pleasant nature and natural charm do much to improve her husband's stature.	true
character_skills_localised_name_vik_follower_scribe_northymbre	Scribe	true
character_skills_localised_description_vik_back_wife_wasteful_west_seaxe	What? We take what we desire - have you forgotten?	true
character_skills_localised_name_vik_back_wife_demanding	Demanding	true
character_skills_localised_description_vik_back_wife_sensible_west_seaxe	Prudent, good sense abounds when this woman is present - she calms hot heads with her cool words.	true
character_skills_localised_name_vik_general_back_farmer_mierce	Farmer	true
character_skills_localised_description_vik_general_back_missile_damage_strat_clut	This one was hunting his food just as soon as he could walk; in the end, whether targeting man or beast, the skills needed are the same.	true
character_skills_localised_name_vik_back_wife_charming_sudreyar	Charming	true
character_skills_localised_name_vik_back_wife_renowned_circenn	Renowned	true
character_skills_localised_description_vik_follower_forager_west_seaxe	When campaigning, it makes sense to bring someone who knows how to find provisions anywhere and everywhere.	true
character_skills_localised_description_vik_back_wife_brutal_northymbre	This woman is every bit the savage, with a taste for blood that's difficult to sate. People obey her husband for fear of what her influence might mean for them.	true
character_skills_localised_description_vik_back_wife_gossip_strat_clut	Unhelpfully, she speaks when she should stay silent, spreading rumours that may not even be true.	true
character_skills_localised_name_vik_back_wife_loyal_northymbre	Loyal	true
character_skills_localised_description_vik_back_wife_wise_mide	Calm yourself, husband, the plan will come to fruition eventually - we just have to wait.	true
character_skills_localised_description_vik_general_back_fearless_circenn	More than stout-hearted and beyond intrepid, this natural-born warrior is afraid of nothing in this world.	true
character_skills_localised_name_vik_general_back_cavalry_recruitment_west_seaxe	Musterer	true
character_skills_localised_description_vik_general_back_missile_upkeep_northymbre	Archery is an important skill if you wish to live until the following harvest.	true
character_skills_localised_description_vik_general_back_farmer_west_seaxe	Everyone knows how to grow things - oft-times it is the key to survival - but this one has displayed considerable skills in this area; he has a 'rapport' with the soil.	true
character_skills_localised_name_vik_general_back_born_governor_west_seaxe	Born Governor	true
character_skills_localised_name_vik_back_wife_renowned_northymbre	Renowned	true
character_skills_localised_description_vik_back_wife_educated_sudreyar	Unusually for the times, this lady has been taught well, which has bestowed advantage upon her husband and his men.	true
character_skills_localised_description_vik_back_wife_well_connected_northymbre	It's not what you know, but who.	true
character_skills_localised_name_vik_back_wife_midwife_west_seaxe	Midwife	true
character_skills_localised_name_vik_follower_champion_east_engle	Champion	true
character_skills_localised_name_vik_follower_bard_mide	Bard	true
character_skills_localised_description_vik_general_back_champion_rider_circenn	Whether it be for hunting, sport or battle, this one is a true expert in the saddle.	true
character_skills_localised_description_vik_back_wife_wealthy_west_seaxe	This woman has somehow accumulated much gold. No one knows for sure how, but they have some very nasty suspicions!	true
character_skills_localised_description_vik_general_back_melee_skill_mide	In battle, he fights like a wild man - a man possessed, you might say. Watch and learn, while keeping your distance!	true
character_skills_localised_name_vik_back_wife_charming	Charming	true
character_skills_localised_description_vik_general_back_born_governor_sudreyar	He has more than an affinity for the day-to-day business of state, making him a natural choice when selecting a governor.	true
character_skills_localised_name_vik_back_wife_ambitious_gwined	Ambitious	true
character_skills_localised_name_vik_back_wife_wealthy_east_engle	Wealthy	true
character_skills_localised_name_vik_back_wife_sensible_sudreyar	Sensible	true
character_skills_localised_description_vik_back_wife_organised_circenn	She knows how to keep her head cool and stick to the plan when all around are floundering in panic.	true
character_skills_localised_description_vik_back_wife_midwife_east_engle	She understands how to nurse pregnant mothers to successful births, considerably decreasing the chances that their offspring will be stillborn.	true
character_skills_localised_description_vik_follower_champion_west_seaxe	Powerful men attract enemies; this one ensures they never get close enough to strike.	true
character_skills_localised_description_vik_general_back_farmer_east_engle	Everyone knows how to grow things - oft-times it is the key to survival - but this one has displayed considerable skills in this area; he has a 'rapport' with the soil.	true
character_skills_localised_name_vik_back_wife_renowned_strat_clut	Renowned	true
character_skills_localised_name_vik_general_back_born_governor_east_engle	Born Governor	true
character_skills_localised_name_vik_follower_quartermaster_dyflin	Quartermaster	true
character_skills_localised_description_vik_general_back_missile_upkeep_strat_clut	Archery is an important skill if you wish to live until the following harvest.	true
character_skills_localised_name_vik_follower_champion_sudreyar	Champion	true
character_skills_localised_name_vik_back_wife_charming_circenn	Charming	true
character_skills_localised_name_vik_back_wife_midwife_east_engle	Midwife	true
character_skills_localised_name_vik_follower_champion_west_seaxe	Champion	true
character_skills_localised_description_vik_back_wife_well_connected_strat_clut	It's not what you know, but who.	true
character_skills_localised_description_vik_back_wife_wealthy_east_engle	This woman has somehow accumulated much gold. No one knows for sure how, but they have some very nasty suspicions!	true
character_skills_localised_description_vik_back_wife_organised	She knows how to keep her head cool and stick to the plan when all around are floundering in panic.	true
character_skills_localised_name_vik_back_wife_natural_beauty_mide	Natural Beauty	true
character_skills_localised_name_vik_back_wife_demanding_dyflin	Demanding	true
character_skills_localised_name_vik_back_wife_wealthy_west_seaxe	Wealthy	true
character_skills_localised_description_vik_back_wife_unfaithful_gwined	This one is an adulterer; her husband may not be aware, but her dalliances are common knowledge among the people.	true
character_skills_localised_name_vik_general_back_spearmen_upkeep_gwined	Spearman	true
character_skills_localised_description_vik_general_back_champion_rider	Whether it be for hunting, sport or battle, this one is a true expert in the saddle.	true
character_skills_localised_description_vik_back_wife_midwife_west_seaxe	She understands how to nurse pregnant mothers to successful births, considerably decreasing the chances that their offspring will be stillborn.	true
character_skills_localised_description_vik_follower_champion_east_engle	Powerful men attract enemies; this one ensures they never get close enough to strike.	true
character_skills_localised_name_vik_general_back_pastor_dyflin	Preacher	true
character_skills_localised_description_vik_general_back_missile_recruitment_mide	I'll teach you to hit your targets from a fair distance, so you never need to draw your swords.	true
character_skills_localised_name_vik_back_wife_gossip_mide	Gossip	true
character_skills_localised_description_vik_general_back_missile_damage_northymbre	This one was hunting his food just as soon as he could walk; in the end, whether targeting man or beast, the skills needed are the same.	true
character_skills_localised_description_vik_back_wife_brutal_strat_clut	This woman is every bit the savage, with a taste for blood that's difficult to sate. People obey her husband for fear of what her influence might mean for them.	true
character_skills_localised_name_vik_back_wife_demanding_mierce	Demanding	true
character_skills_localised_name_vik_general_back_pastor_mierce	Preacher	true
character_skills_localised_description_vik_follower_forager_east_engle	When campaigning, it makes sense to bring someone who knows how to find provisions anywhere and everywhere.	true
character_skills_localised_description_vik_general_back_fearless	More than stout-hearted and beyond intrepid, this natural-born warrior is afraid of nothing in this world.	true
character_skills_localised_name_vik_back_wife_brutal_mide	Brutal	true
character_skills_localised_name_vik_follower_quartermaster_mierce	Quartermaster	true
character_skills_localised_name_vik_back_wife_renowned	Renowned	true
character_skills_localised_description_vik_back_wife_gossip_northymbre	Unhelpfully, she speaks when she should stay silent, spreading rumours that may not even be true.	true
character_skills_localised_name_vik_general_back_cavalry_recruitment_east_engle	Musterer	true
character_skills_localised_name_vik_back_wife_loyal_strat_clut	Loyal	true
character_skills_localised_name_vik_back_wife_faithful_strat_clut	Faithful	true
character_skills_localised_name_vik_back_wife_sensible_strat_clut	Sensible	true
character_skills_localised_name_vik_back_wife_wasteful_strat_clut	Wasteful	true
character_skills_localised_description_vik_general_back_born_commander_west_seaxe	This warrior has an innate understanding of tactics, making him an inspired choice to lead in battle.	true
character_skills_localised_name_vik_back_wife_charming_northymbre	Charming	true
character_skills_localised_description_vik_general_back_champion_rider_west_seaxe	Whether it be for hunting, sport or battle, this one is a true expert in the saddle.	true
character_skills_localised_description_vik_general_back_miner_strat_clut	The treasures of the earth are there for the taking, if you have the knowledge required to exploit them.	true
character_skills_localised_description_vik_general_back_merchant	An eye for a bargain and an understanding of your market are essential talents for the budding trader.	true
character_skills_localised_description_vik_back_wife_educated_west_seaxe	Unusually for the times, this lady has been taught well, which has bestowed advantage upon her husband and his men.	true
character_skills_localised_description_vik_back_wife_demanding_circenn	This woman's husband wishes he'd died on campaign years prior.	true
character_skills_localised_name_vik_back_wife_midwife_sudreyar	Midwife	true
character_skills_localised_description_vik_general_back_spearmen_skill_west_seaxe	Practice makes perfect; anything less than perfect means death.	true
character_skills_localised_name_vik_back_wife_sensible_circenn	Sensible	true
character_skills_localised_name_vik_general_back_born_commander	Born Commander	true
character_skills_localised_name_vik_general_back_spearmen_skill_circenn	Drillmaster	true
character_skills_localised_description_vik_back_wife_natural_beauty_east_engle	This one needs no adornment but the morning sun, so pleasing is her countenance.	true
character_skills_localised_name_vik_general_back_spearmen_upkeep_mierce	Spearman	true
character_skills_localised_description_vik_back_wife_unfaithful_mierce	This one is an adulterer; her husband may not be aware, but her dalliances are common knowledge among the people.	true
character_skills_localised_name_vik_follower_forager_mide	Forager	true
character_skills_localised_name_vik_back_wife_peaceful_northymbre	Peaceful	true
character_skills_localised_name_vik_back_wife_wasteful	Wasteful	true
character_skills_localised_name_vik_back_wife_demanding_gwined	Demanding	true
character_skills_localised_description_vik_back_wife_peaceful_sudreyar	This lady believes that the way forward lies in putting aside the implements of war and living peacefully.	true
character_skills_localised_name_vik_general_back_missile_recruitment_west_seaxe	Archer	true
character_skills_localised_description_vik_back_wife_unfaithful_dyflin	This one is an adulterer; her husband may not be aware, but her dalliances are common knowledge among the people.	true
character_skills_localised_name_vik_general_back_spearmen_upkeep_dyflin	Spearman	true
character_skills_localised_name_vik_general_back_pastor_gwined	Preacher	true
character_skills_localised_description_vik_follower_pillager_east_engle	In war, there is no time for niceties - this man will ruthlessly strip the area for money or goods, using violence where necessary.	true
character_skills_localised_name_vik_follower_quartermaster_gwined	Quartermaster	true
character_skills_localised_description_vik_back_wife_organised_west_seaxe	She knows how to keep her head cool and stick to the plan when all around are floundering in panic.	true
character_skills_localised_name_vik_general_back_melee_skill_east_engle	Mad Man	true
character_skills_localised_name_vik_back_wife_strict_strat_clut	Strict	true
character_skills_localised_name_vik_follower_pillager_west_seaxe	Pillager	true
character_skills_localised_name_vik_general_back_born_governor	Born Governor	true
character_skills_localised_name_vik_back_wife_ambitious_circenn	Ambitious	true
character_skills_localised_description_vik_back_wife_arrogant_west_seaxe	This woman has an inflated sense of her own importance and abilities, which has proved unhelpful to her husband's career.	true
character_skills_localised_name_vik_back_wife_peaceful_strat_clut	Peaceful	true
character_skills_localised_name_vik_general_back_born_governor_circenn	Born Governor	true
character_skills_localised_name_vik_back_wife_ambitious_dyflin	Ambitious	true
character_skills_localised_name_vik_general_back_seafarer_mide	Seafarer	true
character_skills_localised_description_vik_follower_pillager_west_seaxe	In war, there is no time for niceties - this man will ruthlessly strip the area for money or goods, using violence where necessary.	true
character_skills_localised_name_vik_general_back_missile_recruitment_east_engle	Archer	true
character_skills_localised_name_vik_back_wife_ambitious	Ambitious	true
character_skills_localised_description_vik_back_wife_organised_east_engle	She knows how to keep her head cool and stick to the plan when all around are floundering in panic.	true
character_skills_localised_name_vik_follower_pillager_east_engle	Pillager	true
character_skills_localised_name_vik_back_wife_faithful_sudreyar	Faithful	true
character_skills_localised_name_vik_general_back_melee_skill_west_seaxe	Mad Man	true
character_skills_localised_name_vik_back_wife_ugly_mide	Ugly	true
character_skills_localised_name_vik_back_wife_wasteful_sudreyar	Wasteful	true
character_skills_localised_name_vik_back_wife_wasteful_circenn	Wasteful	true
character_skills_localised_description_vik_dummy_agent	You should not be seeing this, please report it to your nearest designer	true
character_skills_localised_description_vik_back_wife_arrogant_east_engle	This woman has an inflated sense of her own importance and abilities, which has proved unhelpful to her husband's career.	true
character_skills_localised_name_vik_back_wife_strict_northymbre	Strict	true
character_skills_localised_name_vik_back_wife_charming_strat_clut	Charming	true
character_skills_localised_name_vik_back_wife_unfaithful_sudreyar	Unfaithful	true
character_skills_localised_name_vik_back_wife_faithful_northymbre	Faithful	true
character_skills_localised_description_vik_general_back_champion_rider_east_engle	Whether it be for hunting, sport or battle, this one is a true expert in the saddle.	true
character_skills_localised_description_vik_general_back_born_commander_east_engle	This warrior has an innate understanding of tactics, making him an inspired choice to lead in battle.	true
character_skills_localised_name_vik_back_wife_wasteful_northymbre	Wasteful	true
character_skills_localised_name_vik_back_wife_sensible_northymbre	Sensible	true
character_skills_localised_description_vik_back_wife_renowned_sudreyar	This lady is well known and liked by her husband's people, which has considerably smoothed his passage through life.	true
character_skills_localised_name_vik_back_wife_arrogant_sudreyar	Arrogant	true
character_skills_localised_name_vik_back_wife_sensible	Sensible	true
character_skills_localised_description_vik_back_wife_shieldmaiden_mide	This woman has chosen to bear arms and fight alongside her warrior husband on the battlefield.	true
character_skills_localised_description_vik_general_back_miner_northymbre	The treasures of the earth are there for the taking, if you have the knowledge required to exploit them.	true
character_skills_localised_description_vik_back_wife_educated_east_engle	Unusually for the times, this lady has been taught well, which has bestowed advantage upon her husband and his men.	true
character_skills_localised_name_vik_general_back_born_commander_circenn	Born Commander	true
character_skills_localised_name_vik_general_back_spearmen_skill	Drillmaster	true
character_skills_localised_description_vik_general_back_spearmen_skill_east_engle	Practice makes perfect; anything less than perfect means death.	true
character_skills_localised_name_vik_general_back_defender_mide	Defender	true
character_skills_localised_name_vik_back_wife_ambitious_mierce	Ambitious	true
character_skills_localised_name_vik_general_back_merchant_mide	Merchant	true
character_skills_localised_description_vik_back_wife_natural_beauty_west_seaxe	This one needs no adornment but the morning sun, so pleasing is her countenance.	true
character_skills_localised_description_vik_back_wife_demanding	This woman's husband wishes he'd died on campaign years prior.	true
character_skills_localised_description_vik_general_back_merchant_circenn	An eye for a bargain and an understanding of your market are essential talents for the budding trader.	true
character_skills_localised_description_vik_back_wife_ambitious_strat_clut	This woman is consumed with ambition, for her husband, his faction, and for herself.	true
character_skills_localised_name_vik_general_back_missile_recruitment_mide	Archer	true
character_skills_localised_description_vik_follower_priest_mide	This man has heard the Word and wishes to pass it on to others.	true
character_skills_localised_description_vik_general_back_spearmen_upkeep_circenn	This man's skill with the spear has been drilled into him over many years; now, he wishes to pass on what he has learned.	true
character_skills_localised_description_vik_back_wife_natural_beauty_mide	This one needs no adornment but the morning sun, so pleasing is her countenance.	true
character_skills_localised_description_vik_general_back_merchant_mierce	An eye for a bargain and an understanding of your market are essential talents for the budding trader.	true
character_skills_localised_name_vik_general_back_spearmen_recruitment_strat_clut	Old Hand	true
character_skills_localised_description_vik_follower_scribe_mide	In this increasingly complex world, there is an ever-increasing number of documents to be created, copied and preserved.	true
character_skills_localised_name_vik_back_wife_well_connected_east_engle	Well Connected	true
character_skills_localised_name_vik_general_back_spearmen_upkeep	Spearman	true
character_skills_localised_name_vik_general_back_fearless_dyflin	Fearless	true
character_skills_localised_description_vik_general_back_warrior_gwined	This man markedly is at his best on the field of battle, up to his knees in blood - and preferably other people's!	true
character_skills_localised_description_vik_back_wife_organised_sudreyar	She knows how to keep her head cool and stick to the plan when all around are floundering in panic.	true
character_skills_localised_description_vik_general_back_spearmen_recruitment_northymbre	Listen, and mind that you do, 'else there's a good chance you'll end up on the wrong end of one of these.	true
character_skills_localised_description_vik_back_wife_renowned_strat_clut	This lady is well known and liked by her husband's people, which has considerably smoothed his passage through life.	true
character_skills_localised_name_vik_general_back_negotiator_east_engle	Negotiator	true
character_skills_localised_description_vik_general_back_born_governor_east_engle	He has more than an affinity for the day-to-day business of state, making him a natural choice when selecting a governor.	true
character_skills_localised_description_vik_follower_quartermaster_dyflin	This fellow is essential - he keeps the army fed, watered, armed and, most importantly, moving.	true
character_skills_localised_name_vik_follower_priest_east_engle	Priest	true
character_skills_localised_description_vik_follower_bard_gwined	Everyone stops to hear his hummable tunes and enticing rhymes.	true
character_skills_localised_name_vik_general_back_defender_dyflin	Defender	true
character_skills_localised_description_vik_general_back_cavalry_upkeep_east_engle	Virtually born in the saddle, this fellow knows how to look after horse and rider on campaign.	true
character_skills_localised_description_vik_back_wife_brutal_mide	This woman is every bit the savage, with a taste for blood that's difficult to sate. People obey her husband for fear of what her influence might mean for them.	true
character_skills_localised_name_vik_follower_forager_strat_clut	Forager	true
character_skills_localised_name_vik_general_back_passionate_mide	Impassioned	true
character_skills_localised_description_vik_back_wife_ambitious_sudreyar	This woman is consumed with ambition, for her husband, his faction, and for herself.	true
character_skills_localised_name_vik_back_wife_loyal_mide	Loyal	true
character_skills_localised_name_vik_general_back_defender_mierce	Defender	true
character_skills_localised_name_vik_general_back_melee_upkeep_west_seaxe	Axeman	true
character_skills_localised_name_vik_back_wife_brutal_east_engle	Brutal	true
character_skills_localised_description_vik_follower_quartermaster_mierce	This fellow is essential - he keeps the army fed, watered, armed and, most importantly, moving.	true
character_skills_localised_description_vik_back_wife_wealthy_mide	This woman has somehow accumulated much gold. No one knows for sure how, but they have some very nasty suspicions!	true
character_skills_localised_name_vik_general_back_fearless	Fearless	true
character_skills_localised_description_vik_general_back_warrior_circenn	This man markedly is at his best on the field of battle, up to his knees in blood - and preferably other people's!	true
character_skills_localised_description_vik_general_back_melee_upkeep_east_engle	This man is an expert with an axe, meaning that he is someone to be listened to in training and avoided on the battlefield!	true
character_skills_localised_name_vik_follower_quartermaster_mide	Quartermaster	true
character_skills_localised_description_vik_back_wife_gossip_mide	Unhelpfully, she speaks when she should stay silent, spreading rumours that may not even be true.	true
character_skills_localised_description_vik_general_back_merchant_dyflin	An eye for a bargain and an understanding of your market are essential talents for the budding trader.	true
character_skills_localised_description_vik_general_back_cavalry_recruitment_strat_clut	Look, it doesn't matter if we all die. Death is not the end, anyway - you know that.	true
character_skills_localised_name_vik_general_back_missile_damage_gwined	Hunter	true
character_skills_localised_description_vik_general_back_cavalry_upkeep	Virtually born in the saddle, this fellow knows how to look after horse and rider on campaign.	true
character_skills_localised_description_vik_general_back_pastor	This man has heard Christ's words and wishes to spread them far and wide.	true
character_skills_localised_name_vik_back_wife_gossip_west_seaxe	Gossip	true
character_skills_localised_name_vik_general_back_warrior	Warrior	true
character_skills_localised_name_vik_general_back_fearless_mierce	Fearless	true
character_skills_localised_description_vik_general_back_cavalry_upkeep_west_seaxe	Virtually born in the saddle, this fellow knows how to look after horse and rider on campaign.	true
character_skills_localised_name_vik_general_back_fearless_circenn	Fearless	true
character_skills_localised_description_vik_back_wife_loyal_gwined	This lady is utterly loyal to her husband and inspires the same devotion in others.	true
character_skills_localised_description_vik_general_back_fearless_mierce	More than stout-hearted and beyond intrepid, this natural-born warrior is afraid of nothing in this world.	true
character_skills_localised_description_vik_general_back_warrior	This man markedly is at his best on the field of battle, up to his knees in blood - and preferably other people's!	true
character_skills_localised_name_vik_general_back_merchant_dyflin	Merchant	true
character_skills_localised_name_vik_follower_forager_northymbre	Forager	true
character_skills_localised_name_vik_back_wife_brutal_west_seaxe	Brutal	true
character_skills_localised_name_vik_general_back_melee_upkeep_east_engle	Axeman	true
character_skills_localised_name_vik_general_back_warrior_circenn	Warrior	true
character_skills_localised_description_vik_general_back_cavalry_upkeep_circenn	Virtually born in the saddle, this fellow knows how to look after horse and rider on campaign.	true
character_skills_localised_description_vik_general_back_pastor_circenn	This man has heard Christ's words and wishes to spread them far and wide.	true
character_skills_localised_description_vik_general_back_defender_mierce	This man has been defending what's his for so long that it's become a notable aspect of his character.	true
character_skills_localised_description_vik_general_back_melee_upkeep_west_seaxe	This man is an expert with an axe, meaning that he is someone to be listened to in training and avoided on the battlefield!	true
character_skills_localised_description_vik_back_wife_loyal_mide	This lady is utterly loyal to her husband and inspires the same devotion in others.	true
character_skills_localised_name_vik_back_wife_ambitious_sudreyar	Ambitious	true
character_skills_localised_description_vik_general_back_cavalry_recruitment_northymbre	Look, it doesn't matter if we all die. Death is not the end, anyway - you know that.	true
character_skills_localised_name_vik_back_wife_gossip_east_engle	Gossip	true
character_skills_localised_description_vik_general_back_passionate_mide	Life is short, hard and full of pain; this man seizes each day with both hands, as it may well be his last.	true
character_skills_localised_name_vik_general_back_melee_skill_mide	Mad Man	true
character_skills_localised_description_vik_back_wife_ambitious_northymbre	This woman is consumed with ambition, for her husband, his faction, and for herself.	true
character_skills_localised_description_vik_general_back_miner_sudreyar	The treasures of the earth are there for the taking, if you have the knowledge required to exploit them.	true
character_skills_localised_name_vik_follower_bard_gwined	Bard	true
character_skills_localised_description_vik_general_back_defender_dyflin	This man has been defending what's his for so long that it's become a notable aspect of his character.	true
character_skills_localised_name_vik_back_wife_well_connected_west_seaxe	Well Connected	true
character_skills_localised_name_vik_back_wife_organised_sudreyar	Organised	true
